คะแนนคณิตศาสตร์,คะแนนคอมพิวเตอร์,คะแนนภาษาไทย,คะแนนวิทยาศาสตร์,คะแนนศิลปะ,ทักษะการคิดเชิงตรรกะ,ทักษะความคิดสร้างสรรค์,ทักษะการแก้ปัญหา,ความสนใจด้านตัวเลข,ความสนใจด้านเทคโนโลยี,ความสนใจด้านการทำอาหาร,อายุ,เพศ,รายได้ครอบครัว,การศึกษาของผู้ปกครอง,จำนวนพี่น้อง,ชั่วโมงการนอน,ความถี่การออกกำลังกาย,ชั่วโมงใช้โซเชียลมีเดีย,ชอบอ่านหนังสือ,ประเภทเพลงที่ชอบ,แผนก,ชั้นปี,GPA,ความพึงพอใจในแผนก,หากเลือกใหม่จะเลือกแผนกเดิมไหม
68.5,63.9,33.5,47.7,32.3,9.6,6.9,4.7,5.4,4.8,8.4,19,0,5,3,1,6.8,6,2.2,0,2,สารสนเทศ,3,3.1,4,1
33.0,51.2,48.0,88.1,62.9,6.8,9.0,3.2,8.7,9.0,5.9,17,0,5,4,0,5.5,3,6.8,1,2,อาหาร,1,3.38,4,2
74.3,69.4,39.5,79.3,96.8,9.7,3.7,8.7,5.9,7.8,7.1,17,1,1,1,2,8.9,1,1.4,1,1,อาหาร,1,3.44,4,2
96.6,86.3,48.2,96.2,38.1,4.3,5.4,6.4,4.7,6.4,6.0,17,1,3,1,3,6.6,0,2.9,0,2,สารสนเทศ,2,2.81,4,1
72.1,39.6,57.0,58.6,96.2,8.1,6.8,5.1,2.0,1.1,4.2,16,1,4,3,0,8.3,0,5.0,0,1,อาหาร,2,3.45,4,1
87.3,70.6,96.0,76.3,81.3,8.7,8.7,3.7,4.5,8.9,6.1,18,0,4,1,0,6.8,4,4.8,1,1,อาหาร,2,2.81,4,1
91.9,65.4,72.7,62.5,74.6,7.8,4.5,3.4,7.6,5.0,3.3,16,1,1,3,3,7.3,0,0.6,1,3,บัญชี,3,2.99,4,5
46.0,40.1,88.4,74.1,75.2,7.2,8.6,5.4,9.3,9.4,5.0,19,1,4,2,1,7.8,2,6.8,1,2,อาหาร,2,3.59,5,2
44.8,73.7,79.7,61.5,87.9,7.0,5.8,8.6,3.3,5.5,3.5,17,0,1,3,1,9.0,0,4.8,0,4,อาหาร,2,3.28,4,5
72.8,49.2,37.9,43.2,37.5,9.0,4.3,9.4,4.2,7.2,2.1,19,0,4,4,1,6.1,2,7.0,1,1,บัญชี,3,3.17,4,3
58.8,64.1,81.5,65.6,65.3,8.8,8.3,9.3,2.4,1.6,3.9,18,0,4,3,3,7.0,2,6.9,0,1,อาหาร,2,2.39,3,5
88.8,35.8,49.3,67.0,78.8,3.9,3.6,9.4,7.2,7.7,8.7,18,0,5,3,0,5.7,4,4.4,0,4,บัญชี,1,3.31,4,2
93.0,62.2,74.7,86.7,71.1,8.9,6.6,9.4,9.6,4.0,4.4,16,0,1,1,2,5.4,0,7.3,0,2,บัญชี,2,3.73,5,2
54.7,51.5,53.9,81.5,88.3,5.9,3.4,6.7,6.8,4.2,7.7,16,1,4,3,0,8.0,4,6.8,0,4,อาหาร,2,3.44,5,2
46.6,87.6,99.8,76.5,35.1,4.8,5.5,4.5,6.6,2.1,2.6,17,0,3,4,3,5.9,3,7.7,1,2,สารสนเทศ,1,3.25,4,1
84.6,34.0,48.4,37.9,78.3,9.1,7.2,8.6,6.0,2.3,4.8,17,1,1,3,3,5.3,1,6.8,0,2,บัญชี,1,3.45,4,1
49.2,59.3,49.5,80.4,67.4,6.0,6.9,4.5,1.8,2.7,2.0,19,0,1,3,0,9.5,6,6.6,1,2,อาหาร,1,3.09,3,3
87.6,62.1,95.1,65.0,56.5,8.7,5.8,4.9,7.6,4.0,2.2,17,1,1,2,3,7.7,0,3.8,0,2,บัญชี,1,3.29,4,3
59.7,80.8,31.7,92.6,53.8,4.8,6.0,4.6,6.4,9.0,6.6,17,1,5,3,0,5.7,3,1.7,1,2,สารสนเทศ,3,3.72,4,2
76.7,70.2,78.8,94.4,73.5,3.0,4.6,6.6,7.0,4.3,6.5,19,0,1,3,0,5.3,5,7.3,0,2,อาหาร,1,2.66,4,1
36.7,76.7,80.8,33.9,92.4,6.5,6.2,5.3,9.1,7.5,2.9,18,0,5,3,1,5.6,6,5.8,1,1,อาหาร,1,2.74,3,2
73.7,84.4,88.5,87.4,64.7,3.7,9.7,4.1,8.1,1.7,5.3,17,1,3,4,3,7.4,6,2.3,0,3,อาหาร,2,3.07,4,2
61.6,90.4,98.2,32.6,87.7,8.3,9.0,6.2,8.0,6.3,8.8,17,0,2,1,3,8.3,6,2.7,0,1,อาหาร,2,2.5,3,1
71.1,52.0,98.3,55.7,58.2,4.9,4.0,9.1,9.3,5.3,2.6,19,0,5,2,1,8.2,3,5.5,1,1,บัญชี,2,2.75,3,2
41.8,67.7,34.6,68.0,37.2,6.1,3.2,7.0,9.9,9.8,1.2,19,0,4,2,1,5.7,4,3.8,0,4,สารสนเทศ,1,3.39,4,1
81.6,88.8,87.5,40.4,34.3,3.6,9.5,9.1,6.2,8.6,6.9,19,0,1,3,1,8.2,4,0.7,0,3,สารสนเทศ,3,2.93,2,1
90.4,99.3,75.2,82.2,33.6,5.0,6.7,4.4,2.0,5.1,1.5,19,0,2,3,2,7.0,6,1.1,1,3,สารสนเทศ,2,3.28,4,2
45.2,92.3,75.3,30.6,56.6,8.5,6.8,4.2,5.1,8.0,9.8,19,0,5,1,3,7.3,6,6.0,0,3,สารสนเทศ,2,2.66,3,4
36.7,56.0,39.0,41.8,53.6,4.1,8.5,7.0,8.1,2.7,6.5,17,0,4,3,0,9.0,1,2.6,0,2,อาหาร,3,2.51,3,5
31.7,43.7,75.5,70.7,80.3,7.5,5.2,6.2,1.2,6.1,5.2,16,0,2,4,0,6.7,1,4.1,0,2,อาหาร,1,3.55,5,2
74.9,64.3,98.8,80.0,82.0,9.4,6.4,7.6,1.5,1.7,4.9,16,1,3,1,0,5.7,6,6.1,0,2,อาหาร,3,3.04,4,2
72.5,81.9,93.8,94.2,33.6,7.8,9.8,8.6,1.6,4.1,6.2,16,1,5,3,3,9.4,1,6.0,1,1,สารสนเทศ,2,2.78,3,5
68.3,64.5,60.7,79.4,45.5,8.7,7.7,8.3,7.6,3.0,1.8,17,0,5,1,2,6.1,6,1.3,0,3,สารสนเทศ,3,2.79,3,5
46.2,63.8,32.8,77.0,49.2,3.8,4.1,9.6,5.5,7.5,9.4,18,0,3,2,3,6.5,1,0.8,0,3,สารสนเทศ,1,2.97,4,1
57.4,88.7,55.4,57.6,68.3,4.8,3.9,5.8,4.3,5.4,6.6,17,1,5,3,3,8.5,6,4.7,1,1,สารสนเทศ,3,3.16,4,1
71.6,55.3,87.8,30.1,40.1,9.3,4.4,4.4,2.0,7.8,2.7,16,0,1,1,3,8.4,4,5.9,1,2,บัญชี,2,3.5,4,3
64.8,90.2,79.1,38.4,39.4,8.0,8.4,6.9,7.6,5.6,6.1,16,0,5,1,3,9.0,2,1.2,1,4,สารสนเทศ,2,2.7,4,2
99.1,58.5,62.2,67.4,96.1,7.5,5.1,3.8,3.9,1.8,2.2,19,0,1,3,3,5.9,4,3.0,0,3,บัญชี,2,3.22,3,1
39.6,53.0,33.9,77.3,86.3,7.6,3.1,5.0,3.4,7.6,1.2,19,0,5,1,2,6.8,2,7.0,0,1,อาหาร,3,3.39,3,3
78.7,61.8,59.9,59.2,42.6,5.9,9.6,4.5,6.9,8.5,6.7,19,1,4,3,1,5.6,4,7.6,0,2,บัญชี,2,3.01,4,2
58.3,83.4,62.8,81.1,58.5,3.3,4.2,5.8,6.0,9.1,6.8,17,0,4,3,0,7.7,5,3.6,0,1,สารสนเทศ,2,2.97,4,1
60.0,38.8,95.0,66.5,54.9,8.5,3.1,3.8,4.3,6.1,6.3,18,1,2,4,3,6.5,4,0.6,0,4,อาหาร,3,2.48,3,3
80.2,43.7,74.9,35.2,85.4,7.8,4.7,3.2,6.8,7.8,2.7,18,0,4,4,3,8.4,1,2.1,1,4,บัญชี,1,3.35,4,2
78.5,96.6,51.8,43.4,65.7,6.3,4.6,7.6,3.4,7.8,6.4,19,1,3,1,3,5.0,2,1.9,1,2,สารสนเทศ,1,3.64,4,2
99.4,42.3,66.8,88.8,38.9,9.3,6.0,7.3,8.2,2.4,1.5,18,1,2,1,0,5.3,3,1.9,0,1,บัญชี,3,3.22,4,1
39.0,69.7,34.6,80.7,81.7,5.4,9.4,8.0,3.1,2.5,6.5,16,1,4,1,2,7.2,5,4.0,0,2,อาหาร,1,2.85,4,3
37.3,70.6,98.1,92.6,57.8,5.1,9.2,7.6,2.4,1.6,6.0,16,0,1,2,0,9.8,3,4.7,0,1,อาหาร,3,3.27,5,1
80.7,64.3,55.2,38.2,48.4,9.1,6.2,3.8,8.0,3.9,6.9,19,0,5,3,2,9.5,5,1.0,1,1,บัญชี,2,2.95,4,2
70.5,75.1,63.5,99.3,56.3,8.6,5.9,5.0,7.4,5.3,9.1,19,0,4,3,1,10.0,3,7.1,1,4,สารสนเทศ,2,2.67,3,4
49.2,46.1,54.9,44.7,64.8,6.6,6.9,3.9,2.6,10.0,8.7,19,1,1,2,3,7.1,1,5.0,0,1,อาหาร,1,3.01,4,2
35.6,68.7,77.8,30.8,54.0,3.9,4.7,8.9,2.0,4.9,9.8,18,0,2,2,2,5.2,3,4.8,1,1,สารสนเทศ,3,2.34,3,3
36.0,56.1,76.4,99.8,46.9,4.5,3.4,8.2,8.5,7.5,9.8,17,0,5,1,0,6.5,6,7.9,0,4,อาหาร,3,2.77,4,1
92.6,76.3,80.1,49.7,57.9,7.6,9.6,4.4,8.0,7.2,8.0,19,1,4,3,2,8.4,4,5.0,0,3,บัญชี,2,3.46,5,2
43.4,39.9,48.8,76.8,31.3,5.7,4.3,5.4,3.9,2.8,9.6,18,0,2,4,2,5.7,1,7.4,0,3,อาหาร,1,2.4,2,5
52.6,70.0,52.1,42.4,84.1,8.9,4.4,9.8,6.9,1.5,8.8,19,1,4,4,1,6.5,6,2.3,0,3,อาหาร,1,3.08,3,1
45.9,43.0,38.8,70.6,42.0,9.6,6.3,7.2,2.1,5.9,7.5,17,0,2,2,3,5.3,3,1.9,0,3,อาหาร,3,2.83,3,1
54.8,49.5,75.9,93.3,33.1,8.6,6.4,8.6,5.6,7.3,1.7,19,1,4,2,3,7.4,1,4.1,0,1,สารสนเทศ,2,3.06,4,4
34.9,45.3,32.8,52.4,75.8,5.6,3.1,4.9,1.2,10.0,1.4,16,1,1,3,0,6.0,4,4.1,0,3,อาหาร,1,3.18,4,2
66.3,42.8,71.8,76.9,84.2,8.5,4.0,4.5,4.5,4.2,8.5,19,1,3,3,0,5.5,1,1.8,0,3,อาหาร,3,3.09,4,2
34.7,87.8,90.9,43.2,87.0,5.5,5.6,8.5,1.7,9.1,5.4,16,1,1,4,1,7.1,3,5.6,1,1,อาหาร,3,2.44,3,5
86.0,50.0,92.4,73.7,64.5,4.2,7.8,7.8,5.3,4.4,8.3,16,1,5,3,2,6.8,1,0.2,0,3,อาหาร,1,3.1,3,4
46.4,94.9,61.4,53.6,44.4,3.2,4.6,7.8,4.8,7.2,3.8,18,1,4,1,2,7.7,5,5.5,1,3,สารสนเทศ,3,3.68,4,2
67.8,97.9,62.2,44.8,81.6,5.7,6.0,6.9,5.0,6.4,4.6,18,1,3,2,0,8.7,0,3.7,0,2,สารสนเทศ,3,2.99,4,1
91.6,70.0,35.4,51.9,79.0,9.3,6.9,6.9,1.4,1.5,7.3,16,0,3,4,3,5.6,3,5.5,0,3,บัญชี,3,3.07,3,3
75.6,40.0,77.0,42.5,47.2,4.7,9.2,8.1,4.3,1.7,9.2,16,1,5,4,2,9.0,4,3.8,0,2,บัญชี,1,3.06,4,1
67.3,56.2,87.5,93.1,93.2,4.4,5.3,4.9,7.8,1.2,1.8,19,0,5,1,1,5.1,2,7.8,0,3,อาหาร,1,3.54,4,2
52.7,85.8,47.1,57.8,37.3,9.8,3.9,5.5,4.3,4.3,8.8,19,0,3,3,0,7.2,1,2.7,0,1,สารสนเทศ,3,3.24,5,2
53.3,55.7,59.5,47.2,98.8,3.2,6.4,9.1,7.4,7.7,8.1,16,0,5,3,2,7.9,5,7.9,0,3,อาหาร,1,3.81,5,3
76.9,36.1,88.7,61.4,90.2,8.5,8.2,5.2,4.3,2.6,3.8,18,1,5,2,3,9.8,1,0.5,1,4,อาหาร,2,2.69,4,4
99.6,69.0,91.4,52.4,78.2,5.2,3.8,6.8,4.8,6.5,4.2,19,0,4,1,3,7.9,3,5.5,1,1,บัญชี,2,3.17,4,3
76.3,89.2,47.0,82.1,95.7,3.3,6.0,7.9,6.1,3.6,1.4,19,1,1,4,1,5.8,5,3.6,1,3,อาหาร,2,2.55,3,2
69.0,85.7,68.5,98.0,80.6,9.4,3.1,10.0,9.6,8.2,1.1,19,0,2,1,1,7.6,3,6.6,0,3,สารสนเทศ,1,3.21,3,1
81.1,42.3,43.5,60.7,43.3,4.0,3.2,6.0,2.0,8.2,5.3,18,1,3,4,0,7.0,0,6.3,0,1,บัญชี,3,3.25,4,1
62.6,77.1,37.1,90.3,61.0,6.9,6.4,6.0,1.3,8.0,1.9,16,1,2,1,0,7.4,4,6.4,0,4,สารสนเทศ,1,2.92,4,3
34.2,45.4,93.8,69.6,35.0,4.9,5.1,8.9,6.5,5.7,2.7,19,0,3,3,3,6.0,5,0.8,1,1,อาหาร,2,3.17,4,3
69.4,45.3,87.4,41.0,57.3,3.5,8.9,8.6,9.5,3.6,8.6,18,1,3,4,3,7.5,5,6.6,1,4,บัญชี,2,2.38,2,4
97.0,91.2,83.2,78.3,81.9,3.3,7.2,8.1,9.9,8.3,6.1,18,0,1,2,2,5.8,1,1.7,1,1,บัญชี,1,3.69,4,1
42.3,47.5,33.4,65.9,57.1,3.8,6.2,6.2,5.4,2.7,6.7,18,1,3,1,2,8.7,1,0.2,0,1,อาหาร,1,2.96,3,1
78.3,48.4,89.1,75.5,53.1,3.5,5.9,5.3,5.2,3.6,2.7,18,1,3,3,2,8.0,2,1.7,0,2,บัญชี,3,3.2,4,1
44.1,30.0,60.7,92.3,71.7,8.3,6.5,7.3,6.8,2.7,8.5,19,0,1,4,1,5.4,6,3.8,0,2,อาหาร,2,4.0,5,2
67.5,90.9,54.0,60.8,91.1,6.4,3.3,9.1,6.0,7.1,8.8,16,1,5,3,1,9.4,5,5.9,0,1,สารสนเทศ,2,2.93,4,1
36.8,85.5,68.3,93.1,33.3,5.4,9.2,9.2,6.7,7.2,5.7,16,0,2,1,2,8.1,1,1.7,0,2,สารสนเทศ,3,3.02,5,1
61.5,73.9,36.4,82.5,57.0,5.9,10.0,3.8,8.9,6.9,9.2,18,0,3,2,3,6.6,1,0.9,0,3,สารสนเทศ,1,3.23,5,4
82.9,82.5,83.0,64.2,41.1,9.5,4.3,6.0,7.7,4.7,8.6,16,0,1,2,0,5.2,6,5.2,0,3,บัญชี,2,2.87,4,5
54.3,40.6,70.8,72.2,78.7,9.4,3.8,6.3,5.5,1.9,7.6,19,1,3,1,1,8.2,0,7.9,0,3,อาหาร,1,3.7,5,1
76.5,62.1,43.1,52.8,37.4,8.0,4.0,9.8,5.2,9.2,7.6,16,0,1,4,1,6.9,2,4.8,0,2,บัญชี,2,2.79,3,1
85.7,54.6,43.2,98.9,76.5,9.2,7.6,7.7,6.8,5.6,1.9,16,0,2,3,2,9.5,6,5.5,1,2,อาหาร,1,3.03,4,2
94.9,36.6,42.9,76.7,50.0,5.2,7.6,5.9,5.1,4.7,3.4,17,0,4,3,0,5.2,1,4.5,0,3,บัญชี,3,3.01,4,2
46.4,64.0,34.0,33.1,43.9,5.7,8.9,3.2,5.1,6.3,1.6,16,0,5,4,1,5.2,1,6.3,0,1,สารสนเทศ,2,3.11,4,2
58.0,94.5,71.1,52.9,95.5,7.3,8.3,7.0,1.1,2.7,1.1,16,1,4,1,0,9.7,4,7.8,1,3,สารสนเทศ,1,2.88,4,4
40.7,32.8,88.8,73.6,31.3,7.4,6.1,3.7,2.6,2.2,2.4,18,1,1,3,1,9.8,5,4.4,0,2,อาหาร,1,2.88,4,1
99.5,50.4,31.2,33.9,60.6,6.4,7.3,8.8,5.4,4.6,8.9,18,0,3,3,0,5.1,1,3.3,0,4,บัญชี,1,3.61,5,1
94.9,44.5,33.4,31.7,31.5,5.8,7.8,8.3,8.4,3.0,3.2,17,0,5,1,0,8.6,0,6.9,1,3,บัญชี,3,3.86,5,1
67.8,46.7,70.1,61.5,63.9,9.9,6.6,6.2,3.5,3.2,9.7,19,0,2,3,1,6.1,1,7.8,0,3,อาหาร,1,3.02,4,1
88.9,93.6,87.4,53.3,65.1,8.7,6.3,6.0,5.7,9.0,6.4,17,0,5,4,0,8.5,5,1.0,0,2,บัญชี,2,2.75,3,3
66.5,62.8,52.9,60.7,52.5,6.0,7.5,9.3,4.1,5.8,3.1,16,0,3,4,3,9.3,1,4.6,0,2,สารสนเทศ,1,3.09,3,4
73.7,62.6,54.5,48.4,39.3,8.1,6.9,5.0,1.9,5.4,5.5,16,0,4,1,1,5.5,6,6.3,0,2,บัญชี,3,2.84,4,2
36.2,83.2,71.7,41.5,56.3,4.9,7.5,4.7,9.6,7.2,3.0,19,1,1,1,1,6.2,3,4.3,0,2,สารสนเทศ,2,3.07,4,2
82.9,40.8,49.2,78.2,77.1,3.7,7.3,9.6,8.7,9.6,9.9,19,0,4,4,3,5.1,1,3.3,0,3,อาหาร,1,3.12,4,3
38.9,64.1,31.9,66.0,84.8,5.5,8.0,8.7,1.7,2.0,8.6,18,0,5,1,0,5.2,2,5.2,0,2,อาหาร,2,3.48,4,2
87.8,60.1,81.5,44.0,67.2,5.8,7.5,8.7,7.5,8.5,1.2,16,0,3,4,3,5.1,5,2.2,1,4,บัญชี,3,2.91,4,2
84.7,71.8,73.8,52.4,71.3,3.1,6.6,4.4,4.1,6.3,9.5,16,0,1,4,1,9.0,5,2.8,0,1,อาหาร,2,2.64,3,1
79.6,100.0,70.7,71.4,44.0,8.7,7.8,4.0,10.0,2.3,7.5,16,0,3,4,3,6.5,3,7.9,1,2,สารสนเทศ,2,3.16,4,1
32.5,83.9,81.9,35.1,50.1,5.5,6.1,3.2,3.7,3.7,1.7,16,0,3,3,0,7.5,2,5.1,0,2,สารสนเทศ,1,2.79,4,1
51.2,57.9,77.3,40.3,41.3,7.1,4.7,4.7,3.1,5.3,7.0,16,1,5,1,3,8.9,2,7.0,0,3,อาหาร,1,3.23,4,4
48.4,87.9,44.4,35.1,47.5,3.5,3.0,8.4,6.1,7.2,6.8,16,1,4,3,1,7.5,5,6.5,0,1,สารสนเทศ,1,3.88,5,1
55.2,41.9,54.7,86.9,45.7,4.2,6.9,4.7,8.5,3.2,3.0,16,0,3,1,0,7.1,0,5.2,1,1,อาหาร,2,3.39,4,5
36.1,32.1,38.8,82.7,66.4,9.2,7.1,8.1,2.7,5.8,7.8,16,1,3,2,1,5.1,1,6.7,1,1,อาหาร,3,3.69,5,1
95.6,44.3,39.1,82.7,69.4,7.3,9.8,4.8,7.4,7.2,1.8,18,0,3,3,1,7.8,2,2.3,0,2,บัญชี,3,3.02,4,2
68.8,53.8,77.3,80.1,96.1,9.7,5.5,5.8,1.6,5.0,5.4,17,1,1,3,2,5.6,1,5.1,0,3,อาหาร,3,2.85,4,1
51.4,65.7,90.1,76.9,43.7,10.0,5.8,9.9,9.3,8.8,1.1,16,0,3,3,1,8.8,1,4.7,1,3,สารสนเทศ,1,3.05,4,1
57.8,73.1,97.4,63.4,74.9,5.6,4.4,4.7,1.7,8.8,9.7,18,0,3,2,1,6.3,6,5.0,1,2,อาหาร,3,3.03,4,5
61.3,93.7,74.0,75.0,87.2,5.1,3.5,5.6,9.2,5.2,7.8,16,0,5,1,0,8.4,0,1.3,0,1,สารสนเทศ,2,2.39,3,1
72.0,65.7,42.9,32.7,69.2,9.0,8.4,5.1,5.4,9.8,2.4,19,1,3,2,0,8.2,0,2.2,0,1,บัญชี,2,2.29,3,3
66.1,65.1,37.4,73.5,47.9,10.0,4.7,3.8,5.0,1.7,4.1,16,1,3,1,0,8.1,2,2.3,1,3,สารสนเทศ,2,3.09,4,1
94.4,33.5,86.9,84.5,48.4,7.4,7.3,6.4,9.8,1.0,2.4,17,0,5,1,3,6.3,2,4.8,0,4,บัญชี,1,3.07,4,3
64.8,32.4,70.5,65.0,32.7,8.6,7.8,5.7,9.9,4.4,7.9,18,0,1,1,3,6.3,5,7.8,1,2,บัญชี,1,3.65,4,4
99.5,68.6,73.3,55.0,51.4,8.5,6.3,7.9,6.9,6.4,1.5,19,1,4,1,0,9.3,6,7.6,0,4,บัญชี,2,3.55,4,1
89.6,60.7,84.7,49.4,82.1,5.5,9.1,8.7,2.1,6.7,8.6,19,0,5,1,3,5.1,6,1.8,1,4,อาหาร,1,3.28,4,1
44.6,88.7,79.2,75.0,33.3,7.0,6.1,6.8,5.6,5.3,9.5,16,0,1,2,2,5.9,3,2.4,0,1,สารสนเทศ,2,3.35,5,1
95.1,41.2,88.4,78.5,45.4,8.8,5.0,3.2,5.8,2.1,7.1,17,0,4,3,3,8.1,1,0.3,0,4,บัญชี,1,3.67,4,1
38.1,31.7,33.9,91.0,79.4,7.8,9.3,7.3,5.6,2.5,2.9,17,1,3,2,2,9.1,5,3.2,0,2,อาหาร,3,3.64,5,1
87.2,61.4,82.3,54.0,84.8,3.1,9.0,3.4,6.1,8.7,4.2,16,1,5,3,0,6.8,1,6.7,1,3,บัญชี,3,2.95,3,4
56.6,46.6,89.6,83.9,61.9,5.4,4.1,7.3,1.2,8.8,5.3,16,0,3,3,0,8.3,0,7.3,1,2,อาหาร,3,2.59,4,5
91.5,33.5,50.0,69.3,78.9,4.0,3.2,7.8,7.4,7.1,6.4,18,0,5,4,3,7.8,0,1.9,1,2,บัญชี,3,3.04,3,2
90.8,80.7,74.8,91.8,57.2,4.6,3.6,4.4,7.4,7.0,7.0,18,1,4,3,0,5.3,6,2.1,1,2,บัญชี,3,2.87,4,2
86.4,37.8,52.0,66.9,41.2,9.3,5.0,8.7,2.0,6.4,6.0,16,0,1,2,0,8.1,5,1.8,0,2,บัญชี,2,3.41,4,1
85.3,72.6,97.1,66.2,57.9,3.3,9.8,9.4,6.1,2.8,4.2,16,0,5,4,1,9.1,2,2.8,0,4,บัญชี,3,2.64,4,1
51.3,49.7,32.3,70.5,70.6,4.5,6.9,8.7,6.1,4.9,9.0,19,0,1,1,0,10.0,3,6.4,1,1,อาหาร,2,3.02,4,2
35.7,42.1,70.6,82.5,96.4,5.2,5.6,5.1,7.1,7.3,1.7,17,0,3,1,1,5.1,6,5.2,1,3,อาหาร,3,3.94,5,1
58.2,56.6,41.7,97.5,34.8,7.3,9.2,7.1,1.8,5.8,5.2,18,1,3,3,0,8.3,3,6.3,0,1,สารสนเทศ,1,3.39,4,4
42.1,86.1,79.9,35.1,65.5,6.7,6.2,9.4,6.6,1.2,8.0,16,0,4,1,2,7.1,0,4.7,0,4,สารสนเทศ,2,2.72,4,5
78.6,57.4,42.3,33.7,53.0,4.5,5.2,5.2,3.5,9.6,1.5,16,0,4,1,2,5.0,0,2.1,0,1,บัญชี,3,2.45,4,2
54.2,82.6,46.5,95.6,65.6,4.1,9.6,8.7,5.6,8.6,7.3,18,0,2,4,0,8.1,3,1.8,0,1,สารสนเทศ,2,3.79,4,1
98.3,38.8,64.6,67.1,31.7,4.7,8.9,3.1,8.0,3.3,8.4,19,1,2,2,2,5.6,3,0.1,1,4,บัญชี,1,3.78,5,1
74.9,84.1,94.0,73.0,51.9,6.5,8.9,3.0,7.4,6.5,6.9,19,1,4,1,2,6.9,2,6.2,1,1,บัญชี,2,2.6,3,1
87.6,46.6,44.8,63.8,87.4,4.9,6.6,8.3,2.1,9.3,1.1,16,1,3,1,2,6.3,3,6.8,1,3,อาหาร,2,3.21,3,3
39.3,77.4,40.1,36.6,68.8,9.6,8.5,8.3,6.3,1.9,2.6,17,0,1,2,3,6.8,1,6.1,1,4,สารสนเทศ,3,3.23,5,1
90.3,69.6,83.1,83.8,61.5,6.2,4.3,8.5,9.7,5.5,4.1,17,0,4,4,2,7.5,3,0.6,0,3,บัญชี,2,3.11,3,5
94.6,95.0,65.0,82.3,50.0,3.4,7.0,9.5,2.4,5.1,3.1,16,0,1,4,1,6.8,4,6.1,0,1,สารสนเทศ,1,2.82,3,5
64.1,57.1,93.8,51.8,50.9,8.1,9.9,3.8,8.7,4.7,9.7,18,1,2,1,3,7.8,3,0.4,1,2,อาหาร,3,2.89,2,2
72.4,34.6,40.3,51.4,56.8,5.3,5.0,4.6,7.3,8.5,6.9,17,1,1,3,1,6.2,0,0.8,0,2,บัญชี,3,3.19,4,1
83.5,31.3,75.2,88.6,88.5,7.6,8.6,9.3,8.0,4.4,3.7,18,0,4,2,1,8.2,0,3.5,0,4,อาหาร,1,2.84,3,2
42.2,87.9,46.3,35.1,97.7,5.0,6.4,4.2,3.5,1.6,9.4,18,0,3,4,1,9.3,6,3.8,1,2,อาหาร,3,2.83,3,3
65.2,66.7,41.0,91.7,60.7,7.0,3.3,7.8,3.6,1.6,7.7,18,1,4,1,3,6.1,4,6.5,1,2,สารสนเทศ,1,2.97,4,1
57.9,84.3,77.8,48.0,57.5,8.4,8.3,6.7,9.2,1.4,3.6,19,0,5,4,0,7.5,1,5.4,1,2,สารสนเทศ,1,3.12,4,1
40.2,46.4,71.6,71.5,89.3,9.5,4.2,3.6,4.2,4.7,4.4,17,0,5,1,2,8.2,3,1.2,1,4,อาหาร,3,3.64,5,3
55.7,54.2,82.8,95.5,59.9,4.8,7.4,5.0,1.6,7.5,2.8,19,0,5,2,2,7.8,3,1.8,0,3,อาหาร,3,3.67,4,1
34.8,32.1,51.7,77.5,68.6,5.3,3.6,6.6,6.4,2.8,9.7,17,1,3,3,0,6.8,4,2.3,0,2,อาหาร,1,3.68,5,2
31.8,97.3,61.4,59.0,46.2,6.2,9.6,9.0,2.1,6.8,5.7,16,0,4,2,0,8.2,6,1.0,1,4,สารสนเทศ,1,3.7,5,2
39.5,76.8,58.4,78.3,82.0,9.5,5.0,8.0,8.2,7.2,9.1,18,1,5,4,1,5.1,2,2.3,1,3,อาหาร,1,3.05,4,1
97.4,95.3,98.9,54.1,67.2,9.3,4.6,7.4,6.8,3.3,4.1,17,0,4,4,3,6.8,2,5.8,0,4,บัญชี,3,2.94,4,4
68.5,48.6,50.5,49.4,86.6,3.6,3.9,6.5,8.9,6.4,8.7,17,1,2,4,1,7.7,6,1.9,0,2,อาหาร,3,2.62,3,1
97.6,72.8,50.6,99.8,84.7,3.9,9.6,5.1,8.1,7.2,1.5,16,1,5,3,2,5.1,1,6.7,1,2,อาหาร,2,2.91,3,4
60.3,77.5,54.8,82.6,45.1,6.5,8.0,3.8,2.0,5.2,9.8,19,1,5,2,0,7.5,3,3.8,0,1,สารสนเทศ,1,3.05,4,5
51.8,52.2,69.5,75.1,80.1,3.7,8.2,5.9,4.4,4.0,9.2,17,0,3,1,2,8.3,3,2.6,1,1,อาหาร,1,3.74,5,1
65.4,89.4,47.7,54.9,86.0,5.4,6.5,3.2,8.0,6.6,4.3,17,0,4,2,0,8.8,3,3.3,0,1,สารสนเทศ,3,2.79,3,3
60.8,96.3,94.1,33.4,54.2,4.0,6.3,4.5,4.8,9.8,8.0,19,0,3,2,3,5.6,6,5.7,0,3,สารสนเทศ,1,2.26,3,2
37.4,91.9,48.6,32.2,42.1,7.5,3.8,6.0,9.8,4.8,7.8,19,1,3,3,1,10.0,0,4.1,1,4,สารสนเทศ,2,4.0,4,2
74.9,81.7,92.7,68.8,30.2,9.6,6.9,5.9,7.6,4.5,9.1,17,1,4,2,2,8.0,5,0.1,0,3,สารสนเทศ,2,3.04,3,2
